id_encuestado,carrera,semestre,jornada,trabaja,promedio_actual,q01_horas_estudio,q02_planificacion,q03_entrega_tareas,q04_trabajo_equipo,q05_asistencia,q06_uso_biblioteca,q07_uso_plataformas,q08_consulta_tutorias,q09_disponibilidad_laboratorios,q10_calidad_internet,q11_claridad_docente,q12_puntualidad_docente,q13_retroalimentacion,q14_evaluacion_justa,q15_dificultad_cursos,q16_estres_academico,q17_equilibrio_vida_estudio,q18_satisfaccion_carrera,q19_intencion_continuar,q20_recomendaria_facultad
5767,Ingeniería Electrónica,5,Matutina,No,53,2,2,3,3,2,4,3,4,3,3,4,3,4,3,3,3,3,3,4,4
5768,Ingeniería Electrónica,5,Matutina,No,69,3,2,3,4,3,4,3,3,4,4,3,5,2,3,4,3,3,4,4,3
5769,Ingeniería de Sistemas,7,Matutina,No,81,3,4,5,4,4,3,4,3,3,3,3,2,4,3,4,3,4,5,3,3
5770,Ingeniería de Sistemas,5,Vespertina,Sí,58,3,1,2,3,3,4,3,4,2,5,5,4,5,4,5,3,1,4,3,3
5771,Ingeniería Eléctrica,6,Matutina,No,64,4,4,3,4,3,3,4,2,4,3,4,2,4,3,3,3,3,3,2,4
5772,Ingeniería Electrónica,5,Vespertina,Sí,65,4,2,1,2,2,4,3,2,2,2,3,3,3,4,4,2,2,4,4,3
5773,Ingeniería de Sistemas,5,Nocturna,Sí,78,4,3,2,2,2,4,4,2,2,3,2,2,3,3,4,4,2,3,4,1
5774,Ingeniería Electrónica,6,Matutina,Sí,65,2,3,2,3,2,5,4,3,3,2,4,3,2,4,4,2,2,2,4,3
5775,Ingeniería de Sistemas,6,Matutina,No,82,5,3,5,3,4,2,3,3,4,3,3,3,3,3,3,2,1,3,4,1
5776,Ingeniería de Sistemas,6,Matutina,No,78,3,2,2,3,3,3,4,3,3,3,3,4,3,3,2,3,3,4,3,5
5777,Ingeniería Electrónica,7,Nocturna,No,65,3,3,1,3,3,1,4,3,5,3,3,3,2,4,4,4,4,3,3,3
5778,Ingeniería Eléctrica,6,Vespertina,Sí,62,2,4,2,2,2,2,4,4,4,1,3,3,3,3,4,2,2,3,3,2
5779,Ingeniería Electrónica,5,Vespertina,No,77,3,3,4,2,4,2,4,3,4,2,3,4,3,4,2,3,3,3,3,4
5780,Ingeniería Electrónica,7,Matutina,No,58,1,1,2,3,2,3,3,3,2,5,3,2,2,2,3,4,4,3,3,3
5781,Ingeniería Electrónica,6,Matutina,Sí,67,4,2,2,2,3,3,3,3,3,3,3,2,3,5,3,4,2,4,1,4
5782,Ingeniería de Sistemas,6,Matutina,No,64,2,1,3,3,1,2,3,4,4,4,2,3,3,4,2,4,3,3,3,4
5783,Ingeniería de Sistemas,6,Nocturna,Sí,66,3,2,2,1,3,4,4,4,5,5,4,5,2,4,4,3,3,4,3,3
5784,Ingeniería Electrónica,7,Vespertina,Sí,64,2,3,2,3,1,3,2,3,2,2,3,4,3,5,3,4,3,2,5,5
5785,Ingeniería de Sistemas,6,Matutina,No,57,2,2,3,3,3,3,4,2,4,4,4,5,2,4,3,2,3,4,5,4
5786,Ingeniería Eléctrica,5,Matutina,No,79,4,3,4,4,4,3,3,4,1,2,3,5,5,4,2,4,3,5,5,5
5787,Ingeniería de Sistemas,5,Nocturna,No,76,3,2,4,4,3,3,4,2,2,3,2,3,4,4,2,4,3,2,4,3
5788,Ingeniería Electrónica,6,Vespertina,No,73,4,4,3,3,2,3,2,3,4,2,4,3,3,3,4,4,2,4,5,5
5789,Ingeniería Eléctrica,5,Matutina,No,67,3,2,3,2,3,3,3,3,2,3,4,4,4,5,2,3,3,3,5,5
5790,Ingeniería de Sistemas,6,Vespertina,No,63,5,3,4,3,1,3,2,3,3,3,4,5,3,3,4,3,3,4,4,3
5791,Ingeniería de Sistemas,7,Matutina,No,81,2,3,4,3,3,5,2,3,4,3,4,4,3,4,3,4,2,4,3,5
5792,Ingeniería de Sistemas,7,Matutina,No,77,4,4,4,4,3,3,3,4,4,3,3,3,2,4,5,2,4,4,5,2
5793,Ingeniería Electrónica,5,Matutina,No,74,3,3,3,4,4,2,4,3,5,4,4,4,2,3,2,3,3,4,4,4
5794,Ingeniería Electrónica,5,Matutina,Sí,79,2,3,3,3,4,4,4,1,4,2,3,4,3,3,3,3,4,4,5,3
5795,Ingeniería Electrónica,5,Matutina,No,82,5,4,4,3,5,2,3,2,2,2,4,3,5,5,2,2,2,3,4,4
5796,Ingeniería Electrónica,7,Matutina,No,79,4,3,4,3,4,4,3,3,4,3,3,4,1,3,3,4,2,2,4,3
5797,Ingeniería de Sistemas,5,Vespertina,Sí,79,4,3,2,3,2,3,4,3,2,2,3,2,2,3,3,4,2,5,4,3
5798,Ingeniería Electrónica,5,Matutina,No,67,2,2,1,4,3,4,4,2,3,5,5,4,5,4,5,3,2,3,5,3
5799,Ingeniería de Sistemas,5,Matutina,Sí,62,3,3,4,3,3,2,2,3,3,4,2,4,2,2,4,2,2,2,2,4
5800,Ingeniería Eléctrica,6,Matutina,No,79,3,5,5,4,3,3,3,4,4,3,4,2,5,3,3,3,3,2,3,4
5801,Ingeniería Electrónica,6,Vespertina,No,77,3,4,3,2,2,5,4,2,2,3,5,4,2,2,2,1,2,2,5,3
5802,Ingeniería de Sistemas,6,Matutina,Sí,58,4,1,2,3,3,3,2,4,4,2,5,3,4,3,3,2,4,4,2,2
5803,Ingeniería Electrónica,6,Nocturna,No,62,2,4,3,5,2,2,4,4,2,4,4,3,3,4,5,3,4,3,4,4
5804,Ingeniería Eléctrica,5,Matutina,No,65,3,3,3,4,2,2,4,4,3,2,4,4,4,3,2,3,4,3,2,4
5805,Ingeniería de Sistemas,7,Vespertina,No,71,4,4,4,4,4,3,4,3,4,2,3,4,3,4,4,4,2,5,3,5
5806,Ingeniería Electrónica,5,Matutina,No,74,3,3,2,3,4,2,2,3,4,2,4,4,2,3,3,3,4,3,5,3
5807,Ingeniería de Sistemas,5,Matutina,No,74,3,3,2,3,2,3,3,5,3,4,5,3,4,3,3,3,3,4,3,4
5808,Ingeniería de Sistemas,6,Matutina,No,71,3,3,3,2,2,2,4,3,5,3,5,4,4,4,3,3,2,4,3,3
5809,Ingeniería Electrónica,6,Matutina,No,78,4,3,4,4,3,1,5,3,4,3,3,3,2,2,4,4,5,3,3,4
5810,Ingeniería Electrónica,7,Matutina,No,76,5,2,3,3,3,2,2,5,3,3,3,4,3,5,3,3,3,4,3,3
5811,Ingeniería de Sistemas,6,Matutina,No,81,3,3,5,5,2,3,4,3,3,4,3,4,4,4,4,3,5,5,4,5
5812,Ingeniería Eléctrica,5,Matutina,No,75,3,3,4,4,3,3,2,3,3,2,4,4,2,4,4,3,4,2,5,3
5813,Ingeniería Eléctrica,7,Nocturna,Sí,78,3,3,3,3,4,2,4,3,2,4,4,4,5,4,3,4,4,4,2,5
5814,Ingeniería Electrónica,7,Nocturna,Sí,67,3,4,2,3,3,3,3,3,3,3,4,3,3,3,4,4,2,1,2,2
5815,Ingeniería Eléctrica,5,Vespertina,No,64,2,3,3,2,1,3,3,3,4,3,2,4,3,3,3,4,5,3,4,4
5816,Ingeniería Electrónica,6,Matutina,No,67,1,1,3,2,3,3,4,2,4,2,2,3,3,4,4,3,4,4,3,4
5817,Ingeniería Electrónica,6,Vespertina,No,81,4,5,5,4,5,3,5,3,5,3,3,5,4,3,3,4,4,3,4,3
5818,Ingeniería Electrónica,5,Matutina,No,76,3,3,4,3,2,3,3,3,3,2,4,3,5,4,3,2,3,5,3,5
5819,Ingeniería Eléctrica,5,Vespertina,Sí,66,2,2,3,3,4,3,3,2,3,2,4,4,4,3,3,4,2,4,3,2
5820,Ingeniería Eléctrica,7,Vespertina,No,72,3,3,3,5,5,2,4,4,3,2,3,4,2,3,4,2,3,1,4,2
5821,Ingeniería Electrónica,7,Matutina,No,85,3,4,5,4,5,2,4,3,2,4,4,3,4,3,4,3,4,4,3,4
5822,Ingeniería Eléctrica,6,Nocturna,Sí,75,5,3,3,4,2,3,4,2,3,4,3,5,4,2,4,4,3,2,5,4
5823,Ingeniería Eléctrica,7,Matutina,No,70,3,3,4,4,3,2,3,5,3,2,2,3,3,3,3,4,3,2,4,4
5824,Ingeniería Electrónica,5,Matutina,Sí,57,3,1,3,2,2,4,3,2,4,4,4,4,3,3,3,4,2,2,3,3
5825,Ingeniería Electrónica,6,Matutina,Sí,78,3,5,4,4,4,4,2,1,4,2,3,3,4,3,4,4,3,3,4,2
5826,Ingeniería de Sistemas,7,Vespertina,No,71,2,4,3,3,2,3,3,2,2,2,3,5,4,4,3,3,3,3,3,3
5827,Ingeniería Electrónica,5,Vespertina,No,61,2,3,2,3,3,2,1,4,2,3,3,3,4,4,4,5,5,2,5,3
5828,Ingeniería Electrónica,5,Vespertina,No,68,2,3,4,5,2,3,4,3,4,4,4,2,5,2,2,4,3,3,3,3
5829,Ingeniería Eléctrica,6,Matutina,No,66,2,2,3,3,3,3,3,2,2,2,3,4,4,1,3,4,2,5,3,4
5830,Ingeniería Eléctrica,5,Matutina,No,61,3,2,2,2,2,3,3,4,4,3,3,4,4,3,1,2,3,3,5,5
5831,Ingeniería Electrónica,5,Matutina,No,97,5,5,4,4,4,3,5,3,4,2,2,5,3,4,3,4,2,3,5,3
5832,Ingeniería Electrónica,6,Matutina,No,76,3,1,4,2,3,3,4,3,3,4,4,2,3,4,4,3,4,4,2,3
5833,Ingeniería de Sistemas,7,Nocturna,No,74,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,5
5834,Ingeniería Electrónica,6,Matutina,No,62,1,1,1,3,3,2,4,3,3,1,3,2,3,5,3,4,3,4,3,4
5835,Ingeniería Eléctrica,5,Matutina,No,75,3,5,3,4,3,1,3,2,4,3,4,5,2,4,3,3,5,4,4,3
5836,Ingeniería Eléctrica,6,Vespertina,No,85,4,5,4,5,2,3,4,2,4,1,4,3,2,2,3,4,4,4,3,3
5837,Ingeniería de Sistemas,5,Vespertina,No,78,4,4,4,3,4,2,2,3,3,2,3,4,3,3,3,4,4,4,3,4
5838,Ingeniería Electrónica,5,Matutina,No,83,4,4,4,4,3,2,4,3,3,4,5,4,2,4,2,2,4,4,5,3
5839,Ingeniería de Sistemas,5,Matutina,No,69,2,4,3,3,3,3,2,4,4,3,3,5,2,4,3,3,3,2,3,5
5840,Ingeniería Electrónica,5,Matutina,Sí,68,4,3,3,3,2,3,4,3,5,3,3,3,3,4,2,2,2,4,3,2
5841,Ingeniería de Sistemas,5,Matutina,Sí,77,2,2,3,2,2,4,3,4,2,4,3,5,3,4,3,2,2,3,3,4
5842,Ingeniería de Sistemas,5,Nocturna,Sí,72,3,4,3,1,3,3,4,4,3,2,5,3,3,4,3,3,3,2,3,4
5843,Ingeniería Eléctrica,6,Nocturna,Sí,86,4,4,4,4,2,4,5,2,2,3,3,2,3,3,4,5,3,3,3,4
5844,Ingeniería Electrónica,7,Nocturna,Sí,77,3,3,2,2,3,3,3,1,4,3,3,4,1,4,3,4,3,4,4,3
5845,Ingeniería Electrónica,6,Nocturna,No,73,4,2,3,3,4,1,3,2,3,3,3,3,3,3,3,3,3,2,3,2
5846,Ingeniería Eléctrica,6,Vespertina,No,64,3,2,4,3,2,2,3,5,3,3,2,2,3,4,5,2,2,3,3,4
5847,Ingeniería de Sistemas,7,Nocturna,Sí,79,4,4,4,2,4,4,3,2,3,2,4,4,3,4,3,5,2,3,3,4
5848,Ingeniería de Sistemas,6,Matutina,No,66,1,2,4,3,2,2,2,2,2,3,4,3,2,3,3,1,4,2,5,4
5849,Ingeniería Eléctrica,5,Matutina,No,82,2,3,4,4,5,2,2,4,4,1,4,5,3,3,2,1,4,3,3,4
5850,Ingeniería de Sistemas,6,Vespertina,Sí,71,2,4,3,3,3,3,5,3,3,4,3,3,4,4,4,3,2,3,3,2
5851,Ingeniería de Sistemas,6,Nocturna,Sí,73,3,2,2,2,4,4,2,3,5,3,4,2,4,2,2,5,3,2,3,3
5852,Ingeniería Electrónica,5,Vespertina,No,59,3,3,2,2,3,5,3,5,3,2,4,3,4,4,3,2,3,4,3,4
5853,Ingeniería de Sistemas,6,Nocturna,Sí,73,3,2,4,1,3,3,4,3,3,3,5,4,3,4,5,4,1,4,4,4
5854,Ingeniería Eléctrica,5,Matutina,No,70,3,3,4,2,5,4,3,4,3,3,5,4,4,3,5,3,3,4,2,3
5855,Ingeniería Electrónica,7,Matutina,No,87,5,4,4,4,4,2,4,2,3,4,4,4,3,4,5,4,3,5,3,5
5856,Ingeniería Electrónica,6,Matutina,No,69,2,2,4,2,4,1,3,2,4,2,2,5,4,2,4,4,3,4,3,4
5857,Ingeniería Electrónica,5,Nocturna,No,79,3,5,3,3,3,2,2,2,4,3,3,3,3,2,2,3,3,4,4,4
5858,Ingeniería Electrónica,7,Matutina,No,78,3,4,2,4,3,5,4,3,2,2,4,4,4,2,4,2,3,3,3,2
5859,Ingeniería Eléctrica,6,Nocturna,Sí,52,2,1,3,2,2,3,3,3,3,4,3,1,4,2,5,5,1,2,5,3
5860,Ingeniería Electrónica,6,Nocturna,Sí,79,3,5,4,2,2,3,4,5,4,3,3,4,4,3,3,2,1,4,3,4
5861,Ingeniería Electrónica,6,Matutina,Sí,65,2,2,1,2,2,3,4,4,2,1,2,5,4,5,3,4,2,2,3,4
5862,Ingeniería Electrónica,7,Vespertina,No,73,4,4,4,4,4,3,2,4,3,3,4,3,3,3,5,4,3,4,4,3
5863,Ingeniería de Sistemas,6,Matutina,No,76,4,3,3,3,3,2,3,3,1,3,2,3,3,4,4,3,1,3,3,1
5864,Ingeniería Electrónica,5,Nocturna,Sí,65,3,3,3,1,3,1,3,4,3,2,3,4,2,3,3,4,5,3,2,4
5865,Ingeniería Eléctrica,5,Nocturna,Sí,59,1,4,2,2,3,4,4,4,4,2,4,3,3,2,3,4,2,3,4,4
5866,Ingeniería de Sistemas,6,Nocturna,Sí,68,2,4,4,2,3,3,3,3,2,3,3,3,4,4,4,4,2,4,3,4
5867,Ingeniería Electrónica,7,Nocturna,No,81,4,3,4,5,3,2,3,2,3,1,3,4,3,3,4,4,3,4,2,2
5868,Ingeniería Electrónica,7,Matutina,No,74,2,4,4,4,3,3,4,3,3,3,4,3,3,3,4,2,3,4,4,3
5869,Ingeniería Eléctrica,7,Vespertina,No,81,3,4,4,3,5,4,2,2,3,2,4,2,4,4,2,3,3,3,4,2
5870,Ingeniería Eléctrica,5,Vespertina,Sí,74,4,3,2,4,2,1,2,4,3,3,4,3,3,4,4,3,2,3,5,3
5871,Ingeniería de Sistemas,6,Matutina,No,85,4,3,3,4,5,2,4,4,4,5,2,3,2,4,4,2,3,2,3,5
5872,Ingeniería Electrónica,6,Matutina,No,66,2,3,3,2,3,2,2,2,3,3,3,2,3,3,1,3,4,4,4,4
5873,Ingeniería de Sistemas,7,Matutina,No,78,5,4,4,1,3,4,3,5,3,3,3,4,3,4,4,4,3,3,3,3
5874,Ingeniería de Sistemas,6,Matutina,No,68,3,3,2,2,4,2,3,4,4,2,4,1,4,4,5,5,3,4,3,4
5875,Ingeniería Eléctrica,7,Matutina,No,66,3,2,4,2,3,4,4,3,2,3,2,4,3,3,4,2,3,3,5,5
5876,Ingeniería de Sistemas,5,Matutina,No,79,4,2,4,3,3,3,4,2,3,3,3,4,4,2,2,3,2,3,4,3
5877,Ingeniería de Sistemas,7,Vespertina,No,77,3,3,4,2,4,4,2,3,4,3,3,3,5,3,4,3,3,3,4,4
5878,Ingeniería de Sistemas,7,Nocturna,No,71,4,4,3,4,3,2,2,3,4,4,4,3,3,4,3,3,3,4,2,5
5879,Ingeniería de Sistemas,6,Matutina,No,77,4,3,5,3,4,2,3,3,2,2,3,3,4,2,4,4,3,3,4,3
5880,Ingeniería de Sistemas,6,Nocturna,Sí,64,2,2,3,1,4,2,5,3,2,3,4,3,2,3,5,5,5,3,4,3
5881,Ingeniería de Sistemas,7,Nocturna,Sí,78,3,1,5,3,4,2,3,3,3,2,3,3,3,2,3,4,2,3,3,3
5882,Ingeniería Eléctrica,5,Nocturna,Sí,68,2,4,3,2,4,4,2,2,3,2,4,5,4,3,2,3,3,2,2,2
5883,Ingeniería Electrónica,7,Matutina,No,77,3,5,4,4,5,2,4,2,4,3,4,4,3,4,3,2,3,4,4,4
5884,Ingeniería Electrónica,7,Vespertina,No,78,3,2,3,3,3,3,4,2,3,4,2,3,4,4,2,3,5,4,4,4
5885,Ingeniería Eléctrica,6,Matutina,No,63,2,2,3,2,3,3,4,4,3,3,3,4,2,4,3,3,4,4,5,5
5886,Ingeniería Electrónica,5,Matutina,No,82,3,2,4,4,4,3,3,2,3,3,3,3,4,4,2,3,3,3,5,3
5887,Ingeniería Eléctrica,7,Vespertina,No,65,3,4,2,1,2,1,2,4,3,1,4,4,4,2,3,4,1,3,2,3
5888,Ingeniería Eléctrica,6,Vespertina,No,59,1,1,4,1,2,2,3,2,3,2,3,4,4,2,4,2,5,4,2,3
5889,Ingeniería Electrónica,7,Matutina,No,66,3,3,2,2,3,5,4,5,3,2,3,2,3,4,4,4,3,5,3,4
5890,Ingeniería de Sistemas,7,Matutina,No,78,3,3,2,3,4,1,4,3,4,3,5,4,4,4,2,3,2,3,4,5
5891,Ingeniería de Sistemas,7,Matutina,Sí,68,2,3,2,4,4,2,3,3,4,3,4,5,4,3,4,4,4,2,4,2
5892,Ingeniería Eléctrica,6,Matutina,No,76,2,3,5,3,3,3,2,3,3,2,4,2,3,3,2,2,3,4,1,2
5893,Ingeniería Eléctrica,7,Vespertina,No,86,4,4,3,4,3,4,3,2,2,3,4,2,3,5,3,4,4,3,4,3
5894,Ingeniería Electrónica,7,Vespertina,Sí,60,2,4,3,2,3,3,4,3,2,3,4,3,2,4,3,4,3,3,4,4
5895,Ingeniería Electrónica,5,Matutina,No,62,2,3,4,3,2,3,3,2,2,2,4,3,2,5,3,3,4,3,3,2
5896,Ingeniería Electrónica,6,Nocturna,Sí,73,4,3,3,3,4,3,3,2,2,2,4,5,3,3,4,4,3,2,3,3
5897,Ingeniería Electrónica,6,Vespertina,No,84,3,3,4,1,5,5,3,5,3,4,3,4,4,2,5,3,3,3,3,3
5898,Ingeniería Electrónica,6,Vespertina,No,75,3,3,4,2,3,2,4,4,2,3,5,3,3,3,3,3,2,3,4,2
5899,Ingeniería de Sistemas,6,Matutina,No,78,4,3,5,3,4,2,4,3,4,5,4,2,3,3,3,4,1,4,3,3
5900,Ingeniería de Sistemas,7,Matutina,No,67,2,1,3,1,5,4,4,3,5,3,5,3,4,4,3,3,3,3,4,3
5901,Ingeniería Electrónica,6,Nocturna,No,72,3,1,3,4,2,3,5,1,5,3,4,4,3,3,2,3,3,3,4,1
5902,Ingeniería de Sistemas,5,Matutina,Sí,78,2,4,4,4,2,4,3,5,4,3,3,3,5,3,4,3,2,2,4,4
5903,Ingeniería Electrónica,6,Vespertina,Sí,69,2,1,3,1,2,3,3,2,3,4,4,3,2,3,2,3,1,4,2,4
5904,Ingeniería de Sistemas,7,Matutina,Sí,77,3,2,3,4,4,2,1,2,5,3,4,2,4,2,4,3,2,3,3,5
5905,Ingeniería de Sistemas,7,Vespertina,No,76,3,4,5,3,2,2,3,4,4,3,4,3,4,3,1,2,4,4,3,1
5906,Ingeniería Electrónica,6,Matutina,No,71,2,4,4,3,3,2,2,2,3,3,2,3,3,4,3,2,4,3,4,3
5907,Ingeniería de Sistemas,6,Matutina,No,68,3,2,4,1,3,3,5,2,3,4,4,2,5,1,3,3,2,4,3,3
5908,Ingeniería Eléctrica,5,Nocturna,Sí,60,2,2,2,2,3,2,4,5,2,2,3,4,3,3,4,3,3,2,4,4
5909,Ingeniería de Sistemas,5,Nocturna,No,67,3,2,3,3,4,4,2,4,2,2,4,3,4,3,2,3,4,4,3,4
5910,Ingeniería de Sistemas,6,Matutina,No,66,1,2,3,3,4,3,2,2,2,2,4,5,3,4,4,2,3,3,4,2
5911,Ingeniería de Sistemas,6,Nocturna,Sí,60,2,1,2,2,2,4,4,4,2,5,3,5,3,4,5,3,3,4,3,4
5912,Ingeniería de Sistemas,7,Nocturna,Sí,75,2,3,3,2,3,2,5,2,4,4,4,5,3,3,4,5,4,3,5,3
5913,Ingeniería Electrónica,6,Matutina,No,79,4,3,3,3,5,4,2,3,3,4,2,4,4,3,4,3,3,4,4,3
5914,Ingeniería Eléctrica,6,Vespertina,No,67,2,2,3,2,1,3,3,3,5,1,3,4,4,3,2,3,3,3,2,4
5915,Ingeniería de Sistemas,7,Nocturna,Sí,70,2,2,3,3,3,3,3,3,3,4,3,3,3,3,2,4,3,2,2,3
5916,Ingeniería Eléctrica,6,Vespertina,No,66,4,3,2,2,3,3,3,4,3,2,3,3,4,4,3,5,3,4,3,3
5917,Ingeniería Eléctrica,7,Vespertina,No,72,5,1,3,3,2,2,4,2,3,4,4,3,3,3,3,3,2,4,5,2
5918,Ingeniería de Sistemas,5,Vespertina,Sí,67,2,1,4,1,3,3,4,3,4,4,3,4,5,2,4,3,2,4,4,4
5919,Ingeniería de Sistemas,5,Nocturna,No,68,4,3,3,3,3,3,4,2,3,2,4,2,1,4,3,5,4,4,3,3
5920,Ingeniería Electrónica,5,Vespertina,No,70,4,2,4,5,2,3,4,2,4,3,3,1,3,3,3,2,4,3,4,4
5921,Ingeniería Electrónica,6,Matutina,No,63,3,3,3,3,3,3,4,4,4,4,3,4,3,3,3,2,3,3,4,4
5922,Ingeniería Eléctrica,6,Vespertina,No,74,2,4,4,3,4,2,2,2,5,2,3,5,3,5,3,4,4,4,4,4
5923,Ingeniería Electrónica,5,Nocturna,Sí,82,4,2,4,1,4,1,3,3,4,3,3,1,2,2,3,3,3,4,3,5
5924,Ingeniería de Sistemas,7,Nocturna,Sí,60,3,2,2,2,2,3,2,5,2,4,4,3,3,3,4,4,3,1,4,2
5925,Ingeniería Electrónica,7,Nocturna,Sí,92,4,4,4,4,5,3,5,4,3,2,3,4,4,4,3,4,2,3,4,5
5926,Ingeniería Electrónica,6,Nocturna,Sí,69,2,4,3,3,4,2,4,3,3,2,5,3,2,3,3,4,3,3,2,3
5927,Ingeniería Electrónica,7,Vespertina,Sí,60,3,2,2,2,2,4,4,3,3,3,4,5,3,4,5,4,3,2,3,2
5928,Ingeniería Eléctrica,7,Matutina,No,65,3,2,4,3,2,3,3,4,2,2,1,3,3,2,3,4,2,3,4,5
5929,Ingeniería Eléctrica,6,Matutina,No,81,3,4,3,3,4,4,3,1,2,2,3,4,3,2,2,3,3,2,3,5
5930,Ingeniería Eléctrica,7,Matutina,Sí,74,3,3,5,4,3,4,3,3,4,3,3,5,3,4,3,5,4,2,5,4
5931,Ingeniería de Sistemas,5,Matutina,No,68,2,3,3,3,3,2,3,2,3,3,4,2,3,4,5,1,3,3,3,3
5932,Ingeniería Electrónica,5,Nocturna,Sí,72,2,3,3,2,3,3,4,3,3,1,4,4,3,4,3,3,3,5,4,2
5933,Ingeniería de Sistemas,6,Vespertina,No,88,4,3,4,4,5,4,5,3,3,2,5,3,4,5,5,2,4,3,3,2
5934,Ingeniería de Sistemas,5,Matutina,No,66,3,1,4,2,3,2,2,4,3,3,2,3,4,2,3,2,3,4,2,4
5935,Ingeniería Electrónica,6,Vespertina,Sí,61,3,2,2,2,2,3,3,4,4,3,3,5,4,5,2,5,2,3,3,4
5936,Ingeniería Eléctrica,7,Matutina,No,89,3,5,3,3,2,3,2,2,4,3,5,5,3,4,5,2,3,4,4,3
5937,Ingeniería Eléctrica,7,Nocturna,Sí,71,2,2,3,2,3,3,4,2,4,3,5,3,3,1,4,5,1,3,2,3
5938,Ingeniería de Sistemas,5,Matutina,No,67,4,4,4,3,2,3,4,3,4,5,4,3,3,5,2,4,2,4,5,4
5939,Ingeniería Electrónica,6,Matutina,No,78,2,4,3,4,5,3,3,3,5,3,4,4,2,3,3,4,5,3,4,3
5940,Ingeniería Electrónica,7,Matutina,No,71,3,4,4,4,5,4,5,3,2,3,5,4,2,5,3,2,3,3,4,3
5941,Ingeniería Electrónica,5,Nocturna,Sí,58,1,3,1,4,3,3,2,1,2,1,3,3,4,4,4,4,2,3,4,3
5942,Ingeniería Eléctrica,7,Matutina,Sí,69,5,3,2,2,2,2,2,5,1,4,2,5,4,3,3,4,2,2,4,4
5943,Ingeniería de Sistemas,5,Vespertina,No,69,3,3,3,3,3,2,2,3,2,4,5,4,4,2,4,3,3,3,5,4
5944,Ingeniería Electrónica,6,Matutina,No,74,3,2,3,3,4,2,2,3,3,4,2,3,4,4,3,5,3,4,3,3
5945,Ingeniería de Sistemas,6,Matutina,No,75,3,3,3,2,2,3,3,2,4,2,2,3,2,2,3,3,2,4,5,4
5946,Ingeniería de Sistemas,6,Nocturna,Sí,66,2,3,4,4,2,2,3,2,3,3,4,4,5,3,4,4,3,3,4,3
5947,Ingeniería Electrónica,7,Vespertina,Sí,75,3,3,3,3,2,2,3,3,2,3,4,2,3,3,5,4,3,4,2,4
5948,Ingeniería de Sistemas,5,Nocturna,No,76,4,2,4,3,5,4,3,3,2,3,2,3,4,3,2,3,4,4,3,3
5949,Ingeniería Eléctrica,7,Matutina,No,68,4,4,3,3,4,3,2,4,4,3,4,2,3,2,4,4,4,3,4,1
5950,Ingeniería Electrónica,6,Matutina,No,54,2,1,3,3,2,2,3,2,3,2,2,3,4,2,3,2,4,3,4,4
5951,Ingeniería de Sistemas,7,Vespertina,No,55,2,1,2,2,3,1,3,3,1,2,3,4,3,4,3,3,4,4,4,4
5952,Ingeniería Eléctrica,5,Matutina,No,71,4,3,2,3,3,3,4,2,3,2,4,3,4,4,3,3,3,3,4,2
5953,Ingeniería de Sistemas,6,Matutina,Sí,78,2,3,4,4,3,3,3,2,2,2,2,4,2,2,3,5,3,1,4,3
5954,Ingeniería de Sistemas,5,Nocturna,Sí,68,3,4,2,1,2,3,4,4,3,3,3,5,1,3,3,3,2,5,4,5
5955,Ingeniería Electrónica,5,Nocturna,Sí,76,2,2,2,2,4,3,2,2,3,2,5,2,3,4,2,3,3,5,3,5
5956,Ingeniería Electrónica,6,Matutina,No,84,4,3,3,4,3,4,4,4,2,1,2,4,4,3,2,3,4,4,4,4
5957,Ingeniería Electrónica,5,Matutina,No,74,2,3,2,4,3,3,3,3,4,4,4,5,2,2,3,3,4,4,4,4
5958,Ingeniería de Sistemas,6,Matutina,No,59,2,1,2,2,1,2,4,5,3,3,2,3,3,4,2,2,3,3,3,3
5959,Ingeniería Electrónica,5,Matutina,Sí,61,2,2,2,1,5,2,2,2,2,3,3,3,4,3,2,2,3,4,3,2
5960,Ingeniería Eléctrica,5,Matutina,Sí,67,2,3,2,3,1,3,5,4,3,3,3,2,3,3,3,2,3,1,3,4
5961,Ingeniería Eléctrica,5,Vespertina,No,48,2,2,1,3,1,2,2,3,2,2,4,4,4,5,4,2,3,2,4,2
5962,Ingeniería Eléctrica,5,Matutina,No,62,2,3,2,1,3,3,5,2,2,3,2,3,3,3,4,3,4,3,2,3
5963,Ingeniería Eléctrica,5,Vespertina,Sí,62,2,4,5,2,3,1,3,2,4,4,3,5,4,2,2,5,2,3,2,4
5964,Ingeniería Eléctrica,6,Matutina,No,80,3,3,3,4,3,3,3,1,2,3,3,3,5,2,5,4,5,4,3,3
5965,Ingeniería Eléctrica,6,Nocturna,Sí,61,2,3,3,2,2,2,4,4,3,3,5,3,4,2,3,5,1,3,4,4
5966,Ingeniería de Sistemas,6,Vespertina,No,79,4,3,3,3,3,2,4,3,3,3,4,4,4,3,2,2,4,4,3,3
5967,Ingeniería de Sistemas,7,Vespertina,No,77,4,4,3,3,4,1,5,3,4,3,2,3,3,3,4,3,3,3,4,4
5968,Ingeniería Electrónica,5,Matutina,Sí,64,3,2,4,2,3,4,3,4,4,4,4,3,3,3,3,3,3,4,4,5
